,Clase.Original,Clase.LSTM,Certeza.Maxima,pr.intrusion,pr.reparacion,pr.marketing,pr.visitada,pr.sin_realizar,pr.seguridad,pr.ok_equipo,pr.sin_tarea,texto
782,seguridad,marketing,"0,6061192155",[0.023839427],[0.036250245],[0.6061192],[0.13321204],[0.041849144],[0.120779425],[0.0084070945],[0.029543461],[' tapa']
783,seguridad,seguridad,"0,5484055877",[0.026268126],[0.0055801766],[0.099132724],[0.01332895],[0.30498904],[0.5484056],[0.0005538351],[0.0017415839],[' se cambio tapa rota']
784,ok_equipo,marketing,"0,4974507093",[0.0059597837],[0.0771596],[0.4974507],[0.31015727],[0.008518567],[0.0330049],[0.04103222],[0.026716966],[' inspeccion completa al medidor con estado con carga de a local perfumeria cerrada']
785,ok_equipo,visitada,"0,5893466473",[0.0072092796],[0.016343402],[0.31702784],[0.58934665],[0.0058337613],[0.048754405],[0.0028950619],[0.012589693],[' se encontro normal']
786,ok_equipo,seguridad,"0,4053632319",[0.04582245],[0.0138813015],[0.26363763],[0.035258055],[0.22642356],[0.40536323],[0.0017334615],[0.007880376],[' cambio de tapa']
787,seguridad,seguridad,"0,9655734897",[0.000102131555],[0.00031191035],[0.005613664],[0.027135635],[0.0012267416],[0.9655735],[8.504808e-06],[2.7893453e-05],[' comentarios en plantilla de s v pse verifica funcionamiento de medidor normal neutro conexionado acometida normal se cambia pipeta y tapa rectangular chica se deja con carga de de amperes']
788,intrusion,seguridad,"0,8464371562",[0.0030417806],[0.0068738703],[0.06543152],[0.06936158],[0.008509725],[0.84643716],[0.00012704114],[0.00021727101],[' instalacion caja antihurto en caja metalica existente']
789,ok_equipo,visitada,"0,5448491573",[0.0061305435],[0.060879573],[0.2076203],[0.54484916],[0.0033723202],[0.1733422],[0.0024976481],[0.0013083039],[' verificacion completa se coloco monopote por pilar deficiente ']
790,ok_equipo,visitada,"0,7361710668",[0.0028323326],[0.13490033],[0.05197084],[0.73617107],[0.00012246388],[0.07303382],[0.00090812054],[6.111447e-05],[' se realizo inspeccion completa a medidor trifasica t con funcionamiento normal no se observa directa ni medidor manipulado fotos no se cambio tapa fuera de medidas estandar encargado dice que el depto estuvo un tiempo desocupado']
791,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias']
792,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
793,ok_equipo,visitada,"0,5138963461",[0.0019794235],[0.13211356],[0.29550046],[0.51389635],[0.00058921904],[0.008938538],[0.039929196],[0.007053148],[' garita de seguridad vacia sin actividad']
794,ok_equipo,visitada,"0,5117092133",[0.007467974],[0.08912119],[0.03443612],[0.5117092],[0.0016541829],[0.35342407],[0.0018870617],[0.0003001051],[' se verifica y el cableado encontrado en toma no va al cliente sino alimenta luminaria del barrio se verifica cableado normal se realiza control interno sitio normal se coloca tapa y termica trifasica quedando adecuado ']
795,intrusion,seguridad,"0,4885722697",[0.037828397],[0.025120456],[0.2694021],[0.06316866],[0.10967],[0.48857227],[0.0019326917],[0.004305377],[' se cambia tapa y termica']
796,ok_equipo,sin_tarea,"0,9721694589",[0.0006471763],[0.000985844],[0.01947553],[0.0010504297],[0.0014401829],[0.00039860822],[0.0038327747],[0.97216946],[' se verifico que el medidor monofasico n fue cambiado por el medidor mapi n ']
797,intrusion,seguridad,"0,278740555",[0.19094536],[0.05979807],[0.26940763],[0.016929112],[0.17303416],[0.27874056],[0.005711947],[0.0054331273],[' se normalizaron conexiones se verifico medidor y acometida se cambio tapa']
798,intrusion,marketing,"0,6061192155",[0.023839427],[0.036250245],[0.6061192],[0.13321204],[0.041849144],[0.120779425],[0.0084070945],[0.029543461],[' tapa']
799,seguridad,seguridad,"0,5478836894",[0.02227449],[0.02554985],[0.23761411],[0.08664579],[0.075707555],[0.5478837],[0.0012599317],[0.003064513],[' se adecuo tapa con mirillase coloco mirilla']
800,intrusion,intrusion,"0,9267292619",[0.92672926],[0.05499371],[0.015058058],[0.0003356021],[0.0005530081],[0.0016961956],[0.000609679],[2.4390542e-05],[' se normalizo suministro sacando la conexion manipulada dejando el suministro sin anomaliascerradura rota']
801,ok_equipo,marketing,"0,7147020102",[0.0156512],[0.036771424],[0.714702],[0.14483665],[0.0070285997],[0.014149521],[0.015394387],[0.051466223],[' sin anomalias']
802,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude svp ']
803,seguridad,seguridad,"0,682068646",[0.0015821529],[0.002088903],[0.03493612],[0.27194503],[0.0070465766],[0.68206865],[6.521665e-05],[0.00026743033],[' se verifico instalacion y medidor se realizo control en sitio normal se adecuo habitaculo']
804,reparacion,sin_realizar,"0,9894058108",[0.0047306144],[0.00010364523],[0.0014389235],[4.509352e-05],[0.9894058],[0.0038821157],[0.000103557395],[0.0002901775],[' el medidor se encontraba obsoleto con el numerador funcionando mal se cambio por uno nuevo cuadrilla bentancur']
805,intrusion,seguridad,"0,8944590092",[0.003506848],[0.00579366],[0.043056536],[0.04327805],[0.009701064],[0.894459],[0.000101127414],[0.000103733524],[' se normaliza cuenta inase cambia tapa y termomagnetica monofasica trifasica']
806,intrusion,intrusion,"0,9451581836",[0.9451582],[0.005369249],[0.022589277],[0.00018246811],[0.022956679],[0.003116719],[0.0001362716],[0.00049107533],[' fase por fase normalizado se reutiliso caja antihurto']
807,intrusion,intrusion,"0,9985280037",[0.998528],[0.00027610446],[0.00033271665],[1.0000765e-06],[0.0008140671],[1.6536416e-05],[2.4675426e-05],[6.8762806e-06],[' se cambio medidor manipulado en carcasa y disco se coloco caja antihurto capilla no se coloco plomo por falta de cuña']
808,reparacion,sin_realizar,"0,9109538794",[0.0056872587],[0.0006589686],[0.021433044],[0.0011584267],[0.9109539],[0.05827934],[0.00042140277],[0.001407602],[' se verifico ramal quemado se cambio ramal en poste de metros']
809,reparacion,sin_realizar,"0,9750780463",[0.021749048],[9.780834e-05],[0.0011696507],[1.5244191e-05],[0.97507805],[0.0016276164],[6.6475324e-05],[0.00019616583],[' cambio de medidor con disco trabado y bornera quemada']
810,intrusion,intrusion,"0,9985368252",[0.9985368],[0.00030972413],[0.0003666013],[1.1708316e-06],[0.00073770195],[1.5471767e-05],[2.5802037e-05],[6.747947e-06],[' se cambio medidor sin precinto y numerador corrido se confecciono acta se tomaron cargas de y amperes se adjuntan fotos']
811,intrusion,marketing,"0,4131228328",[0.028032215],[0.03728815],[0.41312283],[0.13083953],[0.045926683],[0.3340715],[0.003213068],[0.0075059785],[' tapa monofasica']
812,seguridad,seguridad,"0,9765164256",[8.968875e-05],[0.00024629632],[0.005603273],[0.015271643],[0.0022360154],[0.9765164],[6.973668e-06],[2.9624423e-05],[' medidor normal carga amperes acometida conexionado neutro y preuba de comparacion normales cambio tapa rectangular monofasico c defecto perno se fijo medidor ']
813,seguridad,intrusion,"0,4010258317",[0.40102583],[0.005483475],[0.050944984],[0.0022251883],[0.30338776],[0.23628263],[0.000261911],[0.00038818835],[' r sin fraude convencional se cambio tapa se normalizo']
814,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
815,intrusion,sin_realizar,"0,6792547107",[0.19683444],[0.0071263867],[0.08901165],[0.0007609766],[0.6792547],[0.019927593],[0.0013663832],[0.005717823],[' se cambio medidor con digitos corridos']
816,ok_equipo,marketing,"0,5900998712",[0.00963526],[0.049937807],[0.5900999],[0.14825913],[0.00309312],[0.0054234383],[0.17163701],[0.021914512],[' medidor sin anomalia poste de cruce y bajo linea lape y convencional podridos']
817,seguridad,seguridad,"0,9322280288",[0.0020444805],[0.0018394493],[0.015637018],[0.013701119],[0.03438846],[0.932228],[7.030534e-05],[9.114635e-05],[' medidor funciona correctamente se cambio tapa y termica']
818,ok_equipo,seguridad,"0,7837234139",[0.0018195763],[0.00066920085],[0.014023494],[0.005229708],[0.19435754],[0.7837234],[5.7207882e-05],[0.00011982868],[' verificacion completa se hizo calculo de error prueba de laso y cambio de tapa y termica medidor funcionando normal']
819,reparacion,sin_realizar,"0,9805913568",[0.010488583],[0.0003213935],[0.002652005],[4.8149224e-05],[0.98059136],[0.0055268733],[0.00013428848],[0.00023732946],[' se verifico medidor trifasico desproporcionado apagado se cambio medidor y tapa trifasico']
820,seguridad,marketing,"0,640509963",[0.014886298],[0.061675195],[0.64050996],[0.19339217],[0.008442312],[0.0261378],[0.016919529],[0.038036723],[' se sello habitaculo']
821,seguridad,seguridad,"0,9445079565",[0.00035337431],[0.0009311159],[0.012172727],[0.0070653027],[0.034843717],[0.94450796],[5.498563e-05],[7.0753464e-05],[' se encontro el medidor con una carga de o amperes se cambio tapa y termica codigo baremo o o o tapa opaca']
822,intrusion,marketing,"0,6467761397",[0.008752507],[0.088432394],[0.64677614],[0.17477673],[0.003463221],[0.011552726],[0.030158782],[0.036087412],[' cliente rehabilitado']
823,seguridad,sin_realizar,"0,4745828211",[0.009428614],[0.0026959197],[0.044299643],[0.0040655867],[0.47458282],[0.46395653],[0.00030906484],[0.0006618308],[' cambio de tapa y termica aereo']
824,ok_equipo,sin_realizar,"0,8863707781",[0.0058786366],[0.00045945338],[0.0050484547],[0.00086248334],[0.8863708],[0.10105211],[0.00017588964],[0.00015227031],[' codigo de baremos o o numero de medidor con una carga de amperes se verifico t y funcionamiento y error no se cambio tapa funcionamiento normal']
825,reparacion,reparacion,"0,4458935559",[0.17220023],[0.44589356],[0.21047448],[0.028878335],[0.008815248],[0.12828472],[0.0050108423],[0.00044257654],[' se encontro habitaculo vacio se coloco medidor tapa y termicatapa rota y abierta']
826,ok_equipo,visitada,"0,9361156225",[0.00026837163],[0.0057213036],[0.03974799],[0.9361156],[0.00018114099],[0.015523924],[0.0020190845],[0.00042256835],[' anomalia directo se encontro medidor sin anomalia no corresponde instalar mide']
827,seguridad,seguridad,"0,9856557846",[0.00018603732],[0.00021445585],[0.003651966],[0.0087088235],[0.0015663598],[0.9856558],[3.5785392e-06],[1.3034965e-05],[' se verifico funcionamiento normal del medidor se instalo caja trampa anti hurto se instalo llave unipolar de amo faltante se cambio pipeta rota']
828,seguridad,seguridad,"0,4244377613",[0.08068437],[0.09038392],[0.24640922],[0.018849513],[0.13428414],[0.42443776],[0.0043174997],[0.0006336416],[' se verifico medidor y acometida sin anomalias se cambio tapa de medidor puntual y lindero ']
829,ok_equipo,seguridad,"0,9887528419",[0.00016221196],[0.00016243148],[0.0028166394],[0.0046298797],[0.0034590454],[0.98875284],[6.2314107e-06],[1.071785e-05],[' se verifico puntual posee instalacion en condiciones normales se cambio tapa y termica y tapa y termomagnetica adicional']
830,intrusion,intrusion,"0,3755545616",[0.37555456],[0.02295696],[0.36146045],[0.023204664],[0.109457314],[0.09652908],[0.0015082107],[0.009328826],[' se normalizo svp y fraudese cambia caja']
831,intrusion,intrusion,"0,4747586846",[0.47475868],[0.005579],[0.0780347],[0.0022751195],[0.34071106],[0.096938595],[0.0003327796],[0.0013701342],[' se normalizo svp y fraudese cambio caja']
832,ok_equipo,seguridad,"0,9323369265",[0.00029035518],[0.0005065466],[0.010470106],[0.054100875],[0.0022526477],[0.9323369],[1.3396291e-05],[2.9101537e-05],[' act por wo se verifica medidor se encontro normal se realizo prueba del error en sitio se coloco tapa y marco monofasica']
833,reparacion,sin_realizar,"0,6566900611",[0.007976464],[0.0013029169],[0.021661073],[0.0038217655],[0.65669006],[0.307483],[0.0002606629],[0.0008040753],[' sin anomalia medidor quemado se cambio por uno nuevo se coloco marco y tapa se reciclo marco por falta de stock']
834,seguridad,sin_realizar,"0,670478642",[0.24039918],[0.002033338],[0.01932079],[0.0004278834],[0.67047864],[0.066761024],[0.00035084295],[0.00022820295],[' verifica completa t verifica de funcionamiento y determinacion del error cambio de acometida sin cruce cambio de tapatapa rota']
835,intrusion,intrusion,"0,9979764819",[0.9979765],[0.00041977965],[0.00035606028],[1.08348e-06],[0.0011927077],[2.9769915e-05],[1.8694907e-05],[5.4685506e-06],[' derivacion clandestina directo de bornera se instalo caja antihurto']
836,ok_equipo,seguridad,"0,9246134162",[0.0023179296],[0.003487518],[0.021335363],[0.02360421],[0.024440529],[0.9246134],[9.054888e-05],[0.00011052219],[' se encontro medidor trifasico normal cambio tapa trifasica ']
837,seguridad,sin_realizar,"0,7505453825",[0.007476727],[0.0007054726],[0.008363669],[0.00053220236],[0.7505454],[0.23213208],[8.276511e-05],[0.00016168115],[' se cambio tapa a medidor linderose cambio tapa']
838,intrusion,intrusion,"0,9967987537",[0.99679875],[0.0004201178],[0.00043382496],[1.7468469e-06],[0.0022607185],[5.49965e-05],[2.1854743e-05],[8.005146e-06],[' se encontro medidor con cable directo de bornera se normalizo y se coloco caja antihurto']
839,reparacion,sin_realizar,"0,7167160511",[0.0499017],[0.011040557],[0.13671058],[0.0033958936],[0.71671605],[0.07496167],[0.0019323513],[0.0053411867],[' se cambio medidor monofasico desprogramadotapa rota']
840,seguridad,reparacion,"0,298415333",[0.24218151],[0.29841533],[0.1939711],[0.009287617],[0.041440725],[0.20500688],[0.008855458],[0.00084141444],[' se verifico medidor y acometida se instalo caja antihurto realizado en simultaneo con tarea siguiente tapa suelta']
841,ok_equipo,seguridad,"0,9183052182",[0.000100805315],[0.00024328685],[0.003319719],[0.07681768],[0.0011897603],[0.9183052],[1.10431365e-05],[1.2602738e-05],[' se reviso medidor y sus conexiones y no se encontro ninguna anomalia rehalizo comparacion de carga cambio tapa dejo normal']
842,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
843,ok_equipo,ok_equipo,"0,7529674768",[0.0016803362],[0.055028256],[0.15515833],[0.0060043847],[0.0009825208],[0.0009684913],[0.7529675],[0.02721021],[' mejorar datos ']
844,intrusion,intrusion,"0,9993651509",[0.99936515],[0.00011344027],[0.00012002678],[3.9408613e-07],[0.00038164225],[1.0036472e-05],[7.516461e-06],[1.7828269e-06],[' r fraude convencional se realiza en sitio falta precinto de carcaza se precinto rw se coloco caja antihurto fase a fase se quito peligro']
845,intrusion,intrusion,"0,9917533398",[0.99175334],[0.0010149637],[0.0037775303],[3.5277404e-05],[0.0028632313],[0.00027653755],[0.00022741915],[5.1701103e-05],[' b con fraude convencional se retiro conexion directa con carga de amperes tapa acometida cuenta interno sitio y termomagnetica inspeccion completa']
846,ok_equipo,marketing,"0,5365353823",[0.027173562],[0.018635018],[0.5365354],[0.019584315],[0.036962263],[0.013002775],[0.014565768],[0.33354095],[' se relaciona con la espontanea numero ']
847,ok_equipo,marketing,"0,4362206161",[0.0021545875],[0.02167797],[0.43622062],[0.4184041],[0.004054687],[0.016608234],[0.035079688],[0.06580017],[' inspeccion completa al medidor con estado con carga de a verificacion ocular medidores linderos app']
848,,ok_equipo,"0,8341928124",[0.0016675392],[0.0838878],[0.07456483],[0.0027090323],[0.00051811396],[0.00063538976],[0.8341928],[0.0018243865],[' medidor dentro de pasillos y tras reja con candado no se pudo ingresar']
849,intrusion,intrusion,"0,9289816618",[0.92898166],[0.041260116],[0.020363389],[0.00019448024],[0.0019477452],[0.0010196826],[0.0060378113],[0.00019511409],[' se elimina conexion directa en habitaculo no se inspeciona acometida caño quebrado se retiro directo de mapi numero ausentes pilar roto']
850,intrusion,marketing,"0,2533193827",[0.10052082],[0.16686581],[0.25331938],[0.045626603],[0.106935315],[0.2177256],[0.103633285],[0.005373225],[' cambio de acometida con cruce interrumpida cable concentrico no llegaba al medidor tenia empalme para que llegue al medidor pero no tomaba tensionse quito peligro']
851,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
852,intrusion,intrusion,"0,9988986254",[0.9988986],[0.00027380616],[0.0002496831],[1.0429553e-06],[0.0005322109],[2.079997e-05],[2.0163021e-05],[3.6631586e-06],[' b fraude convencional se retiro conexion clandestina se normaliza suministro y svpse cambia tapa y termomagnetica monofasica trifasica']
853,seguridad,marketing,"0,7309787869",[0.01746873],[0.02744228],[0.7309788],[0.0882449],[0.019792087],[0.02044655],[0.017657587],[0.077969044],[' svp']
854,seguridad,marketing,"0,6875259876",[0.020975834],[0.030628078],[0.687526],[0.12182823],[0.02758712],[0.04567809],[0.013142891],[0.052633755],[' svpacometida deficiente']
855,intrusion,seguridad,"0,9413883686",[0.005797212],[0.0028427343],[0.017657405],[0.0026401521],[0.029588593],[0.94138837],[3.963746e-05],[4.5991485e-05],[' cuadrilla cambio de tapa termica verificacion en sitio retiro de conexion clandestinacambio de tapa y termica']
856,intrusion,intrusion,"0,9857408404",[0.98574084],[0.00014645742],[0.00031807207],[1.0868699e-06],[0.013690166],[7.751163e-05],[1.6155742e-05],[9.740349e-06],[' se cambio medidor obsoleto se retiro conexion clandestina se coloco caja antihurto se redacto acta para fraude ']
857,ok_equipo,ok_equipo,"0,9437318444",[0.00032755875],[0.02526018],[0.024673576],[0.0007345947],[0.00014935929],[0.00014183258],[0.94373184],[0.004981053],[' por flata de datos no se ubica medidor de referencia ']
858,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
859,seguridad,seguridad,"0,6704040766",[0.007301989],[0.0021531861],[0.032686543],[0.0041430965],[0.28284338],[0.6704041],[0.0001548848],[0.00031284455],[' cambio de tapa y marco y termica']
860,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
861,intrusion,marketing,"0,7058876753",[0.02040863],[0.027822174],[0.7058877],[0.04927447],[0.032460783],[0.017414289],[0.021046085],[0.1256859],[' medidor e e rfraude ']
862,seguridad,seguridad,"0,9910827875",[7.4356336e-05],[8.718609e-05],[0.0016130843],[0.0055194213],[0.0016121531],[0.9910828],[1.8461078e-06],[9.066848e-06],[' se realizo inspeccion completa se encontro normal se cambio tapa y termica monofasica se encontro quemadase realizo inspeccion completa se encontro normal se cambio tapa y la termica que se encontraba quemada']
863,seguridad,visitada,"0,8246175051",[0.0005578513],[0.018764764],[0.11202701],[0.8246175],[0.0005265428],[0.03865354],[0.0036093355],[0.0012433962],[' se encontro el medidor sin anomalias codigo baremo o o o o o tapa opaca']
864,seguridad,marketing,"0,5592151284",[0.029168325],[0.01894522],[0.5592151],[0.12909386],[0.074035905],[0.1539799],[0.0055180523],[0.030043563],[' pipeta rota']
865,reparacion,sin_realizar,"0,8221940994",[0.118340015],[0.008707263],[0.03820352],[0.00043436734],[0.8221941],[0.0064720795],[0.0019947009],[0.0036538925],[' se realizo verificacion completa se cambio medidor cableado de medidor a medidor y se cambian dos tapas ']
866,ok_equipo,ok_equipo,"0,8941460252",[0.00025082708],[0.04766287],[0.03360854],[0.016686385],[8.357486e-05],[0.00056662114],[0.894146],[0.006995242],[' en el galpon no hay actividad solo vivienda con medidor']
867,intrusion,intrusion,"0,9988197684",[0.99881977],[0.0004418488],[0.0004216058],[1.2977885e-06],[0.0002841752],[1.4805352e-05],[1.1004692e-05],[5.495421e-06],[' se retiro conexion clandestina directo de habitaculo se normalizo ']
868,ok_equipo,visitada,"0,7283572555",[0.0023063312],[0.0055464],[0.19191693],[0.72835726],[0.0053079547],[0.046698578],[0.0029745523],[0.016891912],[' prueba con carga propia normal ']
869,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
870,reparacion,sin_realizar,"0,7721928954",[0.089601465],[0.010183046],[0.02257902],[0.0006554137],[0.7721929],[0.103884935],[0.00061628607],[0.0002869181],[' se cambio medidor trifasico des se coloco tapa ciega trifasica']
871,marketing,reparacion,"0,5998155475",[0.036895145],[0.59981555],[0.11841862],[0.16343823],[0.0021923597],[0.023227163],[0.052701905],[0.003311027],[' se instalo medidor monofasico caja monoposte acometida sin cruce termicas de y cable unipolar enviar a conectar en metros cliente quedo en directo de vecino']
872,ok_equipo,visitada,"0,5667111278",[0.0024804731],[0.024355887],[0.060704876],[0.5667111],[0.0018346063],[0.3429883],[0.00074288907],[0.00018180087],[' se verifico suministro encontrandose el medidor sin irregularidades colocando termica trifasica de a']
873,seguridad,marketing,"0,4226981103",[0.042782433],[0.014196623],[0.4226981],[0.12094826],[0.11076227],[0.26869842],[0.0027671575],[0.017146675],[' se realizo inspeccion ocular se cambio tapatapa rota']
874,intrusion,intrusion,"0,8745160699",[0.87451607],[0.054158594],[0.045555707],[0.0007507285],[0.016532918],[0.0074584307],[0.0005599777],[0.00046758272],[' se verifico el medidor y se normalizo el suministro plomito hilo r']
875,intrusion,intrusion,"0,6994232535",[0.69942325],[0.08349067],[0.08158602],[0.0019579036],[0.06832193],[0.056520328],[0.008295609],[0.0004043597],[' se verifico medidor con directo de bonera acometida deficiente y monoposte deficienteacometida deficiente monoposte deficiente']
876,reparacion,sin_realizar,"0,856351018",[0.04011595],[0.0029067823],[0.052101202],[0.0011465319],[0.856351],[0.043695793],[0.0007420729],[0.0029407043],[' se cambio medidor monofasico desprogramado']
877,ok_equipo,seguridad,"0,3818174005",[0.026336702],[0.032125667],[0.2486836],[0.27688304],[0.027139407],[0.3818174],[0.0023554459],[0.0046586506],[' se verifico medidor sin anomalias sin consumos se cambio tapa']
878,ok_equipo,ok_equipo,"0,8653781414",[0.00032028198],[0.06265893],[0.03928412],[0.028265245],[7.669472e-05],[0.00068388623],[0.86537814],[0.003332687],[' se realizo inspeccion completa medidor numero sin anomalia con una carga amperes se verifico que medidor corresponde a la vivienda de arriba planta alta se verifica que el comercio con persiana marron no existe mas persianas bajas se verifica po']
879,reparacion,intrusion,"0,997372508",[0.9973725],[0.0002612145],[0.00027084904],[1.1522034e-06],[0.0020207167],[3.9332554e-05],[2.7183663e-05],[6.9602024e-06],[' se verifico medidor trifasico t sin precinto en bornera con las fases invertidas en bornera entrada por salida se normalizo cambiando el medidor y tapa se adjunta fotos cambio de tapa']
880,intrusion,intrusion,"0,9975173473",[0.99751735],[0.00041348467],[0.00057974056],[2.401346e-06],[0.0013975498],[4.791817e-05],[3.165745e-05],[9.78908e-06],[' retiro clandestino cambio medidor instalacion caja antihurto confeccion acta fraude se verificaron medidores con la app ']
881,intrusion,marketing,"0,5226758122",[0.12920682],[0.06556309],[0.5226758],[0.07622314],[0.047539394],[0.14353749],[0.003913735],[0.011340515],[' se coloca caja']
882,intrusion,intrusion,"0,9053525925",[0.9053526],[0.020890035],[0.05555355],[0.00035758858],[0.014586233],[0.0013836789],[0.001032792],[0.0008434079],[' se retiro conexion directa y se activo medidor']
883,seguridad,seguridad,"0,9542008638",[0.00037911098],[0.0014676806],[0.019551687],[0.018080156],[0.0061649303],[0.95420086],[6.787016e-05],[8.7652785e-05],[' se realizo inspeccion y se cambio tapa se reutilizo marco no se saca acometida por tener marquesina se cambio tapa a medidor lindero']
884,intrusion,intrusion,"0,9984540939",[0.9984541],[0.00045534404],[0.00044568814],[1.1881486e-06],[0.0006005797],[1.504358e-05],[1.6589322e-05],[1.14470095e-05],[' se verifico medidor con puente fase a fase se normalizo retirado la irregularidad']
885,ok_equipo,seguridad,"0,6047799587",[0.007763469],[0.010081906],[0.14072049],[0.02918899],[0.20537403],[0.60477996],[0.00071525923],[0.0013758624],[' verifica un sitio se cambio tapa medidor lindero ']
886,reparacion,sin_realizar,"0,9345135093",[0.014113491],[0.00040478946],[0.013352843],[0.0006047074],[0.9345135],[0.03591786],[0.000116341005],[0.00097649713],[' se realizo inspeccion completa se verifico medidor desprogramado se cambio por medidor numero ']
887,reparacion,sin_realizar,"0,9483788013",[0.022831518],[0.0007602381],[0.015733078],[0.0002538453],[0.9483788],[0.009831529],[0.0005004212],[0.0017104069],[' se cambio medidor con mal funcionamiento de arranque ']
888,seguridad,seguridad,"0,9463348985",[0.001078152],[0.0002985203],[0.0061712842],[0.027544893],[0.018473051],[0.9463349],[1.7777442e-05],[8.140988e-05],[' se verifico medidor sin anomalia se cambio tapase cambio tapa']
889,reparacion,intrusion,"0,883045733",[0.88304573],[0.0012131901],[0.0030580608],[3.371633e-05],[0.11072228],[0.0014318348],[0.00035731646],[0.00013774712],[' medidor con disco frenado aplico carga externa continuando frenado precintos de carcaza bien cambio medidor tapa monofasico cambio pipeta conexionado bien ']
890,intrusion,intrusion,"0,9988512993",[0.9988513],[0.0003356376],[0.0003922617],[9.306064e-07],[0.00036793196],[1.1852362e-05],[3.1614647e-05],[8.483929e-06],[' se busco en crovara no se encontro en el lugar se encontro medidor con falta de un tornillo en puente de excitacion en fase r se adjunta acta y fotos ']
891,ok_equipo,reparacion,"0,996800065",[0.00029010346],[0.99680007],[0.0009804326],[0.00023026745],[1.6632982e-06],[3.181006e-05],[0.0016610941],[4.5417455e-06],[' se observa medidor de obra alimentando departamentos se intimo por suministro a terceros ']
892,ok_equipo,visitada,"0,8143348098",[0.002223542],[0.0072208904],[0.14302674],[0.8143348],[0.001780231],[0.023968652],[0.0019101951],[0.0055348733],[' sin anomalia']
893,ok_equipo,visitada,"0,5470853448",[0.006557477],[0.017582038],[0.35434037],[0.54708534],[0.0070899623],[0.048434015],[0.0039982223],[0.014912628],[' normal']
894,seguridad,marketing,"0,35345155",[0.27994168],[0.0689264],[0.35345155],[0.019349564],[0.1159784],[0.15327537],[0.0045103957],[0.004566689],[' falta tapa de bornera']
895,reparacion,seguridad,"0,9527565837",[0.003257175],[0.00075387035],[0.018216686],[0.0046709566],[0.020267505],[0.9527566],[1.6624175e-05],[6.0611732e-05],[' instalacion de caja antihurto y termomagnetica monofasica verificacion funcionamiento y determinacion de error']
896,intrusion,marketing,"0,6649525166",[0.14627886],[0.035862613],[0.6649525],[0.037767738],[0.03416867],[0.027416136],[0.0076087695],[0.045944687],[' fraude']
897,reparacion,sin_realizar,"0,9926156998",[0.002460283],[8.542001e-05],[0.00067708193],[6.8701615e-05],[0.9926157],[0.0036855023],[0.00012349589],[0.00028380973],[' se realizo control interno sitio se cambio medidor por error mayor al admisible se cambio tapa con marco se adecuo y sello se cambio tapa con marco a medidor por app']
898,intrusion,marketing,"0,600851357",[0.10550369],[0.07599501],[0.60085136],[0.07108821],[0.03587844],[0.09082951],[0.0076001463],[0.012253708],[' falta tapa']
899,ok_equipo,visitada,"0,9594401717",[0.00025726415],[0.004034783],[0.029298788],[0.9594402],[0.00010116307],[0.0037443175],[0.0018572281],[0.0012663432],[' se encontro medidor normal segun vecino esa casa se encontraba desocupada hasta hace poco el medidor trabaja normalmente ']
900,reparacion,seguridad,"0,7058694363",[0.0409864],[0.009791889],[0.20120794],[0.020796223],[0.02064121],[0.70586944],[0.00023034817],[0.00047654615],[' observacion se realizo inspeccion no se cambio acometida deficiente por faltante de stock cable concentrico estado real real ']
901,intrusion,seguridad,"0,8493125439",[0.0055505303],[0.0031563116],[0.028413659],[0.0064552454],[0.10678492],[0.84931254],[0.00012764521],[0.00019913889],[' se cambio tapa rectangular monofasica']
902,intrusion,intrusion,"0,9875637889",[0.9875638],[0.005394919],[0.0048789326],[2.947917e-05],[0.0011823496],[0.0001364116],[0.0007735031],[4.0626703e-05],[' se retiro una derivacion clandestina tomada de la acometida hacia dentro de la garita de vigilancia']
