clase_original,texto_original,texto_etl,texto_corregido,id_clase
intrusion,Directo,directo, directo,0
intrusion,FRAUDE,fraude, fraude,0
reparacion,"Ledesma Gerardo 
Ledesma David 
M514772 
B.SIN FRAUDE. CONVENCIONAL",sin fraude convencional, ledesma gerardo ledesma david m b sin fraude convencional,1
intrusion,Se normalizo svp y fraudeSe cambió caja,normalizo seguridad via publica fraudese cambio caja, se normalizo svp y fraudese cambio caja,0
ok_equipo,Se verificó medidor número 6836429 estado 68796,verifico medidor numero estado, se verifico medidor numero estado ,6
ok_equipo,Operativo. Se realizó inspección completa con caloventor. Medidor funciona bien,operativo realizo inspeccion completa con caloventor medidor funciona bien, operativo se realizo inspeccion completa con caloventor medidor funciona bien,6
seguridad,"Carga 4 7 10,4 amp. Inspección completa. Medidor sin anomalías y dentro d parámetros normales. Se cambio frente de tapa recta grande.tapa rota",carga amperes inspeccion completa medidor sin anomalia dentro parametros normales cambio frente tapa rectangular grande tapa rota, carga amperes inspeccion completa medidor sin anomalias y dentro d parametros normales se cambio frente de tapa rectangular grande tapa rota,5
seguridad,"Se verifico med monof c/ tapa rota, se realizó prueba de e%; se cambió tapa monof y term 63A.Tapa rota",verifico medidor monofasico tapa rota realizo prueba cambio tapa monofasico termomagnetica tapa rota, se verifico medidor monofasico c tapa rota se realizo prueba de e se cambio tapa monofasico y termomagnetica a tapa rota,5
intrusion,Estado 51843 se registró de bornera se cambió tapa rec chica se dejó energízado y acondicionado,estado registro bornera cambio tapa rectangular chica dejo energizado acondicionado, estado se registro de bornera se cambio tapa rectangular chica se dejo energizado y acondicionado,0
intrusion,"R.CONVENCIONAL. FRAUDE. 
Se normalizó cortando directo de línea. Se cambia medidor quemado colocando medidor N° 17590904",convencional fraude normalizo cortando directo linea cambio medidor quemado colocando medidor, r convencional fraude se normalizo cortando directo de linea se cambia medidor quemado colocando medidor n ,0
ok_equipo,Se verificó medidor sin anomalía,verifico medidor sin anomalia, se verifico medidor sin anomalia,6
intrusion,Derivación clandestina directo de bornera. Se cambió acometida deficiente.Acometida deficiente (empalmada),derivacion clandestina directo bornera cambio acometida deficiente acometida deficiente empalmada, derivacion clandestina directo de bornera se cambio acometida deficiente acometida deficiente empalmada ,0
ok_equipo,"Se realizó la inspección al medidor n"" 1036730 el cual se encontró sin anomalias, se reemplazó caja antihurto",realizo inspeccion medidor encontro sin anomalia reemplazo caja antihurto, se realizo la inspeccion al medidor n el cual se encontro sin anomalias se reemplazo caja antihurto,6
ok_equipo,Medidor posiblemente retirado. Se busco a lo largo de calles y entre calles. No se ubica,medidor posiblemente retirado busco largo calles calles no ubico, medidor posiblemente retirado se busco a lo largo de calles y entre calles no se ubica,6
ok_equipo,Conexiones y funcionamiento sin anomalías,conexiones funcionamiento sin anomalia, conexiones y funcionamiento sin anomalias,6
ok_equipo,Ubicación completa de cálculo de error porcentual no se encuentra normal y directo el hermano del Cliente manifiesta que tiene muy pocas cosas eléctricas vivienda carenciada se coloca marco tapa ciega y térmica unipolar 63,ubicacion completa calculo error porcentual no encontro normal directo hermano cliente manifiesta tiene pocas cosas electricas vivienda carenciada coloca marco tapa ciega termica unipolar, ubicacion completa de calculo de error porcentual no se encuentra normal y directo el hermano del cliente manifiesta que tiene muy pocas cosas electricas vivienda carenciada se coloca marco tapa ciega y termica unipolar ,6
intrusion,Derivación clandestina se coloco caja antihurtoCerradura rota,derivacion clandestina coloco caja antihurtocerradura rota, derivacion clandestina se coloco caja antihurtocerradura rota,0
ok_equipo,se verifica medidor monofasico con carga 0Amp vivienda deshabitada. Se coloca tapa. Verif app,verifico medidor monofasico con carga amperes vivienda deshabitada coloca tapa verifico sin determinar, se verifica medidor monofasico con carga amperes vivienda deshabitada se coloca tapa verifica app,6
ok_equipo,Sin anomalía,sin anomalia, sin anomalia,6
intrusion,Sé quitó peligro,quito peligro, se quito peligro,0
ok_equipo,"Anomalia verificacion de medidor 
Nombre. Damian lopez
Movil. 194
Ayudante. 12249",anomalia verificacion medidor damian, anomalia verificacion de medidor nombre damian lopez movil ayudante ,6
ok_equipo,Medidor normal sin consumo pertenece al deposito de la fabrica que es alimentado por el medidor lindero numero 2239378 codigo 525,medidor normal sin consumo pertenece deposito fabrica alimentado medidor lindero numero codigo, medidor normal sin consumo pertenece al deposito de la fabrica que es alimentado por el medidor lindero numero codigo ,6
ok_equipo,"Se verifica que en el lugar no hay habitáculo vacío.ni alrededores.
No se coloca medidor.",verifico lugar no habitaculo vacio ni alrededores no coloca medidor, se verifica que en el lugar no hay habitaculo vacio ni alrededores no se coloca medidor ,6
reparacion,Se quitó peligro,quito peligro, se quito peligro,1
reparacion,"Se cambió medidor monofasico roto termica de 63amp y tapa ciega monofasico 
(Mandar a cortar directo del vecino en poste de 11mts sin medidor no permitió el retiró)",cambio medidor monofasico roto termica amperes tapa ciega monofasico mandar cortar directo vecino poste metros sin medidor no permitio retiro, se cambio medidor monofasico roto termica de amperes y tapa ciega monofasico mandar a cortar directo del vecino en poste de metros sin medidor no permitio el retiro ,1
ok_equipo,NORMAL,normal, normal,6
seguridad,Se encontró tapa rota se colocó nueva,encontro tapa rota coloco nueva, se encontro tapa rota se coloco nueva,5
reparacion,Medidor quemado;  Se cambió por otro nuevo Mdor,medidor quemado cambio nuevo medidor, medidor quemado se cambio por otro nuevo medidor,1
intrusion,Se retira puente de fase a fase,retira puente fase fase, se retira puente de fase a fase,0
intrusion,DERIVACION CLANDESTINA,derivacion clandestina, derivacion clandestina,0
reparacion,Se cambió cable neutro desnudo; se cambió medidor trifasico por arranque en F3; se cambió tapa se adecuo habitáculo se precinto y selló.,cambio cable neutro desnudo cambio medidor trifasico arranque cambio tapa adecuo habitaculo precinto sello, se cambio cable neutro desnudo se cambio medidor trifasico por arranque en f se cambio tapa se adecuo habitaculo se precinto y sello ,1
reparacion,Se cambio tapa,cambio tapa, se cambio tapa,1
reparacion,Medidor obsoleto,medidor obsoleto, medidor obsoleto,1
seguridad,Se cambio tapa,cambio tapa, se cambio tapa,5
seguridad,Se coloco medidor monofasico termica con ramal bajo linea por robo presenta denucia de robo el cliente se cambio tapa dejando normalizado el suministro,coloco medidor monofasico termica con ramal bajo linea robo presenta denucia robo cliente cambio tapa dejando normalizado suministro, se coloco medidor monofasico termica con ramal bajo linea por robo presenta denucia de robo el cliente se cambio tapa dejando normalizado el suministro,5
seguridad,Medidor sin anomalias,medidor sin anomalia, medidor sin anomalias,5
intrusion,Se verifico conexión clandestina en acometida (toma-medidor) con una carga de 15A,verifico conexion clandestina acometida toma medidor con carga, se verifico conexion clandestina en acometida toma medidor con una carga de a,0
intrusion,-xACT:SOT5074 se cambió medidor monofasico,xact sot cambio medidor monofasico, xact sot se cambio medidor monofasico,0
ok_equipo,Normal,normal, normal,6
seguridad,Se verifica medidor normal.se coloco caja trampa.casa poco habitadaSe colocó caja trampa,verifico medidor normal coloco caja trampa casa poco habitadase coloco caja trampa, se verifica medidor normal se coloco caja trampa casa poco habitadase coloco caja trampa,5
reparacion,Prueba de arranque y vacio normal.prueba del sistema normal.se precinto.se cambio medidor por obsoleto.se cambio tapa de habitáculo. Hoja dime. Fotos,prueba arranque vacio normal prueba sistema normal precinto cambio medidor obsoleto cambio tapa habitaculo hoja dime foto, prueba de arranque y vacio normal prueba del sistema normal se precinto se cambio medidor por obsoleto se cambio tapa de habitaculo hoja dime fotos,1
seguridad,tapa,tapa, tapa,5
seguridad,Se cambio tapa rota,cambio tapa rota, se cambio tapa rota,5
ok_equipo,Inspección completa al medidor con estado 59720 con carga de 0A local 6 perfumería cerrada,inspeccion completa medidor con estado con carga local perfumeria cerrada, inspeccion completa al medidor con estado con carga de a local perfumeria cerrada,6
ok_equipo,Se encontro normal,encontro normal, se encontro normal,6
ok_equipo,Cambio de tapa,cambio tapa, cambio de tapa,6
seguridad,Comentarios en plantilla de s v pSe verifica funcionamiento de medidor normal neutro conexiónado acometida normal se cambia pipeta y tapa rec chica se deja con carga de de 0.6amp,comentarios plantilla pse verifico funcionamiento medidor normal neutro conexionado acometida normal cambio pipeta tapa rectangular chica deja con carga amperes, comentarios en plantilla de s v pse verifica funcionamiento de medidor normal neutro conexionado acometida normal se cambia pipeta y tapa rectangular chica se deja con carga de de amperes,5
intrusion,Instalación caja antihurto en caja metálica existente,instalacion caja antihurto caja metalica existente, instalacion caja antihurto en caja metalica existente,0
ok_equipo,"verificacion completa. 
se colocó  monopote  por Pilar deficiente.",verificacion completa coloco monopote pilar deficiente, verificacion completa se coloco monopote por pilar deficiente ,6
ok_equipo,"Se realizó inspección completa a med trifa T1 con funcionamiento normal no se observa directa ni medi manipulado fotos no se cambió tapa fuera de medidas estándar.
Encargado dice que el depto estuvo un tiempo desocupado",realizo inspeccion completa medidor trifasica con funcionamiento normal no observa directo ni medidor manipulado foto no cambio tapa fuera medidas estandar encargado dice depto tiempo deshabitada, se realizo inspeccion completa a medidor trifasica t con funcionamiento normal no se observa directa ni medidor manipulado fotos no se cambio tapa fuera de medidas estandar encargado dice que el depto estuvo un tiempo desocupado,6
ok_equipo,Sin anomalías,sin anomalia, sin anomalias,6
ok_equipo,Normal,normal, normal,6
ok_equipo,Garita de seguridad vacía sin actividad,garita seguridad vacia sin actividad, garita de seguridad vacia sin actividad,6
ok_equipo,"Se verifica y el cableado encontrado en toma no va al cliente sino alimenta luminaria del barrio .se verifica cableado , normal , se realiza control in situ ,normal , se coloca tapa y termica trifásica quedando adecuado.",verifico cableado encontrado toma no va cliente sino alimenta luminaria barrio verifico cableado normal realizo control interno sitio normal coloca tapa termica trifasica quedando adecuado, se verifica y el cableado encontrado en toma no va al cliente sino alimenta luminaria del barrio se verifica cableado normal se realiza control interno sitio normal se coloca tapa y termica trifasica quedando adecuado ,6
intrusion,Se cambia tapa y termica,cambio tapa termica, se cambia tapa y termica,0
ok_equipo,Se verificó que el medidor monofásico n 1585015 fue cambiado por el medidor MAPI n 26957048,verifico medidor monofasico fue cambiado medidor mide, se verifico que el medidor monofasico n fue cambiado por el medidor mapi n ,6
intrusion,se normalizaron conexiones.  Se verifico medidor y acometida.  Se cambió tapa,normalizaron conexiones verifico medidor acometida cambio tapa, se normalizaron conexiones se verifico medidor y acometida se cambio tapa,0
intrusion,tapa,tapa, tapa,0
seguridad,Se adecuo tapa con mirillaSe coloco mirilla,adecuo tapa con mirillase coloco, se adecuo tapa con mirillase coloco mirilla,5
intrusion,Se normalizó suministro sacando la conexión manipulada dejando el suministro sin anomalíasCerradura rota,normalizo suministro sacando conexion manipulada dejando suministro sin anomaliascerradura rota, se normalizo suministro sacando la conexion manipulada dejando el suministro sin anomaliascerradura rota,0
ok_equipo,SA,sin anomalia, sin anomalias,6
intrusion,"FRAUDE
SVP 17392398 15854290 17392405 15850643 2318947",fraude seguridad via publica, fraude svp ,0
seguridad,Se verifico instalacion y medidor se realizó control insitu normal se adecuo habitaculo,verifico instalacion medidor realizo control sitio normal adecuo habitaculo, se verifico instalacion y medidor se realizo control en sitio normal se adecuo habitaculo,5
reparacion,El medidor se encontraba obsoleto con el numerador funcionando mal se cambió por uno nuevo . Cuadrilla bentancur,medidor encontraba obsoleto con numerador funcionando mal cambio nuevo bentancur, el medidor se encontraba obsoleto con el numerador funcionando mal se cambio por uno nuevo cuadrilla bentancur,1
intrusion,Se normaliza cuenta inaSe cambia tapa y termomagnetica monofásica/ trifásica,normalizo cuenta inase cambio tapa termomagnetica monofasica trifasica, se normaliza cuenta inase cambia tapa y termomagnetica monofasica trifasica,0
intrusion,Fase x fase normalizado. Se reutiliso caja antihurto,fase fase normalizado reutiliso caja antihurto, fase por fase normalizado se reutiliso caja antihurto,0
intrusion,"Se cambio medidor manipulado en carcasa y disco . Se coloco caja antihurto capilla,  no se coloco plomo por falta de cuña",cambio medidor manipulado carcasa disco coloco caja antihurto capilla no coloco plomo falta cuña, se cambio medidor manipulado en carcasa y disco se coloco caja antihurto capilla no se coloco plomo por falta de cuña,0
reparacion,Se verifico ramal quemado. Se cambio ramal .en poste de 11metros,verifico ramal quemado cambio ramal poste metros, se verifico ramal quemado se cambio ramal en poste de metros,1
reparacion,Cbio de medidor con disco trabado y bornera quemada,cambio medidor con disco trabado bornera quemada, cambio de medidor con disco trabado y bornera quemada,1
intrusion,"Se cambió medidor sin precinto y numerador corrido. Se confeccionó acta se tomaron cargas de 22,6 - 26,3 y 18,5 amperes se adjuntan fotos",cambio medidor sin precinto numerador corrido confecciono acta tomaron carga amperes adjuntan foto, se cambio medidor sin precinto y numerador corrido se confecciono acta se tomaron cargas de y amperes se adjuntan fotos,0
intrusion,Tapa monofásica,tapa monofasica, tapa monofasica,0
seguridad,"MEDIDOR NORMAL. CARGA 0.00 AMP. ACOMETIDA, CONEXIONADO, NEUTRO Y PREUBA DE COMPARACION NORMALES. CAMBIO TAPA REC MONOF C/ DEFECTO PERNO. SE FIJO MEDIDOR.",medidor normal carga amperes acometida conexionado neutro preuba comparacion normales cambio tapa rectangular monofasico defecto perno fijo medidor, medidor normal carga amperes acometida conexionado neutro y preuba de comparacion normales cambio tapa rectangular monofasico c defecto perno se fijo medidor ,5
seguridad,"R.SIN FRAUDE.CONVENCIONAL 
Se cambió tapa, se normalizó",sin fraude convencional cambio tapa normalizo, r sin fraude convencional se cambio tapa se normalizo,5
intrusion,Fraude,fraude, fraude,0
intrusion,Se cambió medidor con dígitos corridos,cambio medidor con digitos corridos, se cambio medidor con digitos corridos,0
ok_equipo,medidor sin anomalia. poste de cruce y bajo linea (lape y convencional) podridos,medidor sin anomalia poste cruce bajo linea lape convencional podridos, medidor sin anomalia poste de cruce y bajo linea lape y convencional podridos,6
seguridad,Medidor funciona correctamente se cambió tapa y termica,medidor funciona correctamente cambio tapa termica, medidor funciona correctamente se cambio tapa y termica,5
ok_equipo,Verificación completa se hizo cálculo de error.prueba de laso y cambio de tapa y termica medidor funcionando normal,verificacion completa hizo calculo error prueba laso cambio tapa termica medidor funcionando normal, verificacion completa se hizo calculo de error prueba de laso y cambio de tapa y termica medidor funcionando normal,6
reparacion,Se verificó medidor trifásico desproporcionado apagado se cambió medidor y tapa trifasico,verifico medidor trifasico desproporcionado apagado cambio medidor tapa trifasico, se verifico medidor trifasico desproporcionado apagado se cambio medidor y tapa trifasico,1
seguridad,Se selló habitaculo,sello habitaculo, se sello habitaculo,5
seguridad,Se encontró el medidor con una carga de o.4 amperes se cambio tapa y térmica código baremo o111302 o111306 o111319Tapa opaca,encontro medidor con carga amperes cambio tapa termica codigo baremo tapa opaca, se encontro el medidor con una carga de o amperes se cambio tapa y termica codigo baremo o o o tapa opaca,5
intrusion,Cliente rehabilitado,cliente rehabilitado, cliente rehabilitado,0
seguridad,Cambio de tapa y térmica aéreo,cambio tapa termica aereo, cambio de tapa y termica aereo,5
ok_equipo,Código de baremos o111302 o111319 número de medidor 7124607 con una carga de 0.5 amp se verificó t1 y funcionamiento y error no se cambió tapa. Funcionamiento normal,codigo baremo numero medidor con carga amperes verifico funcionamiento error no cambio tapa funcionamiento normal, codigo de baremos o o numero de medidor con una carga de amperes se verifico t y funcionamiento y error no se cambio tapa funcionamiento normal,6
reparacion,Se encontró habitáculo vacío se colocó medidor tapa y termicaTapa rota y abierta,encontro habitaculo vacio coloco medidor tapa termicatapa rota abierta, se encontro habitaculo vacio se coloco medidor tapa y termicatapa rota y abierta,1
ok_equipo,"ANOMALÍA DIRECTO:
SE ENCONTRÓ MEDIDOR SIN ANOMALÍA NO CORRESPONDE INSTALAR MIDE",anomalia directo encontro medidor sin anomalia no corresponde instalar mide, anomalia directo se encontro medidor sin anomalia no corresponde instalar mide,6
seguridad,Se verifico funcionamiento normal del medidor. Se instaló caja trampa anti hurto. Se instaló llave unip de 63 amo faltante. Se cambió pipeta rota,verifico funcionamiento normal medidor instalo caja trampa anti hurto instalo llave unipolar amo faltante cambio pipeta rota, se verifico funcionamiento normal del medidor se instalo caja trampa anti hurto se instalo llave unipolar de amo faltante se cambio pipeta rota,5
seguridad,Se verificó medidor y acometida sin anomalías. Se cambió tapa de medidor puntual y lindero  1954518.,verifico medidor acometida sin anomalia cambio tapa medidor puntual lindero, se verifico medidor y acometida sin anomalias se cambio tapa de medidor puntual y lindero ,5
ok_equipo,Se verifico puntual. Posee instalacion en condiciones normales. Se cambió tapa y  térmica. Y tapa y ter adicional,verifico puntual tiene instalacion condiciones normales cambio tapa termica tapa termomagnetica adicional, se verifico puntual posee instalacion en condiciones normales se cambio tapa y termica y tapa y termomagnetica adicional,6
intrusion,Se normalizo svp y fraudeSe cambia caja,normalizo seguridad via publica fraudese cambio caja, se normalizo svp y fraudese cambia caja,0
intrusion,Se normalizo svp y fraudeSe cambió caja,normalizo seguridad via publica fraudese cambio caja, se normalizo svp y fraudese cambio caja,0
ok_equipo,"-ACT x WO482435
Se verifica MEDIDOR se encontró normal se realizó prueba del error insitu se Colocó tapa y Marco monofásica",act wo verifico medidor encontro normal realizo prueba error sitio coloco tapa marco monofasica, act por wo se verifica medidor se encontro normal se realizo prueba del error en sitio se coloco tapa y marco monofasica,6
reparacion,"Sin anomalia: medidor quemado, se cambió por uno nuevo. Se colocó marco y tapa, se recicló marco por falta de stock",sin anomalia medidor quemado cambio nuevo coloco marco tapa reciclo marco falta stock, sin anomalia medidor quemado se cambio por uno nuevo se coloco marco y tapa se reciclo marco por falta de stock,1
seguridad,"Verif completa t1, verif de funcionamiento y determinación del error, cambio de acometida sin cruce, cambio de tapaTapa rota",verifico completa verifico funcionamiento determinacion error cambio acometida sin cruce cambio tapatapa rota, verifica completa t verifica de funcionamiento y determinacion del error cambio de acometida sin cruce cambio de tapatapa rota,5
intrusion,Derivación clandestina directo de bornera. Se instaló caja antihurto,derivacion clandestina directo bornera instalo caja antihurto, derivacion clandestina directo de bornera se instalo caja antihurto,0
ok_equipo,Se encontró medidor trifasico normal. Cambio tapa trifásica.,encontro medidor trifasico normal cambio tapa trifasica, se encontro medidor trifasico normal cambio tapa trifasica ,6
seguridad,Se cambio tapa a medidor linderoSe cambio tapa,cambio tapa medidor linderose cambio tapa, se cambio tapa a medidor linderose cambio tapa,5
intrusion,Se encontró medidor con cable directo de bornera se normalizó y se colocó caja antihurto,encontro medidor con cable directo bornera normalizo coloco caja antihurto, se encontro medidor con cable directo de bornera se normalizo y se coloco caja antihurto,0
reparacion,se cambió medidor monofasico desprogramadotapa rota,cambio medidor monofasico desprogramadotapa rota, se cambio medidor monofasico desprogramadotapa rota,1
seguridad,Se verifico medidor y acometida. Se instalo caja antihurto. Realizado en simultáneo con tarea siguiente.Tapa suelta,verifico medidor acometida instalo caja antihurto realizada simultaneo con tarea siguiente tapa suelta, se verifico medidor y acometida se instalo caja antihurto realizado en simultaneo con tarea siguiente tapa suelta,5
ok_equipo,Se reviso medidor y sus conexiones y no se encontró ninguna anomalía rehalizo comparación de carga cambio tapa dejo normal,reviso medidor conexiones no encontro ninguna anomalia rehalizo comparacion carga cambio tapa dejo normal, se reviso medidor y sus conexiones y no se encontro ninguna anomalia rehalizo comparacion de carga cambio tapa dejo normal,6
intrusion,FRAUDE,fraude, fraude,0
ok_equipo,Mejorar datos.,mejorar datos, mejorar datos ,6
intrusion,R. fraude convencional se realiza insitu falta precinto de carcaza se precinto rw18 se coloco caja antihurto fase a faseSe quito peligro,fraude convencional realizo sitio falta precinto carcaza precinto rw coloco caja antihurto fase fase quito peligro, r fraude convencional se realiza en sitio falta precinto de carcaza se precinto rw se coloco caja antihurto fase a fase se quito peligro,0
intrusion,"B. CON FRAUDE.CONVENCIONAL. 
Se retiro conexión directa con carga de 4.42 Amperes. Tapa, acometida, cuenta IN SITU y termomagnetica. Inspección completa",con fraude convencional retiro conexion directo con carga amperes tapa acometida cuenta interno sitio termomagnetica inspeccion completa, b con fraude convencional se retiro conexion directa con carga de amperes tapa acometida cuenta interno sitio y termomagnetica inspeccion completa,0
ok_equipo,Se relaciona con la  espontánea número 43907.,relaciona con espontanea numero, se relaciona con la espontanea numero ,6
ok_equipo,"inspección completa al medidor con estado 54420 con carga de 1.2A .
verificación ocular medidores linderos APP",inspeccion completa medidor con estado con carga verificacion ocular medidor linderos sin determinar, inspeccion completa al medidor con estado con carga de a verificacion ocular medidores linderos app,6
,Medidor dentro de pasillos y tras reja con candado no se pudo ingresar,medidor dentro pasillos tras reja con candado no pudo ingresar, medidor dentro de pasillos y tras reja con candado no se pudo ingresar,8
intrusion,Se elimina conexión directa en habitaculo no se inspecciona acometida caño quebrado .Se retiró directo de MAPI num (.21922435 ausentes )Pilar roto,elimina conexion directo habitaculo no inspeciona acometida caño quebrado retiro directo mide numero ausentes pilar roto, se elimina conexion directa en habitaculo no se inspeciona acometida caño quebrado se retiro directo de mapi numero ausentes pilar roto,0
intrusion,Cambio de acometida con cruce interrumpida ( cable concéntrico no llegaba al medidor tenía empalme para que llegue al medidor) pero no tomaba tensiónSe quitó peligro,cambio acometida con cruce interrumpida cable concentrico no llegaba medidor empalme llegue medidor no tomaba tensionse quito peligro, cambio de acometida con cruce interrumpida cable concentrico no llegaba al medidor tenia empalme para que llegue al medidor pero no tomaba tensionse quito peligro,0
ok_equipo,Normal,normal, normal,6
intrusion,"B.FRAUDE.CONVENCIONAL 
se retiró conexión clandestina se normaliza SUMINISTRO y SVPSe cambia tapa y termomagnetica monofásica/ trifásica",fraude convencional retiro conexion clandestina normalizo suministro svpse cambio tapa termomagnetica monofasica trifasica, b fraude convencional se retiro conexion clandestina se normaliza suministro y svpse cambia tapa y termomagnetica monofasica trifasica,0
seguridad,svp,seguridad via publica, svp,5
seguridad,SVPAcometida deficiente,svpacometida deficiente, svpacometida deficiente,5
intrusion,"Cuadrilla 654
Cambio de tapa termica verificación insitu retiro de conexión clandestinaCambio de tapa y termica",cambio tapa termica verificacion sitio retiro conexion clandestinacambio tapa termica, cuadrilla cambio de tapa termica verificacion en sitio retiro de conexion clandestinacambio de tapa y termica,0
intrusion,"Se cambió medidor obsoleto, se retiró conexión clandestina. Se colocó caja antihurto. Se redactó acta para fraude.",cambio medidor obsoleto retiro conexion clandestina coloco caja antihurto redacto acta fraude, se cambio medidor obsoleto se retiro conexion clandestina se coloco caja antihurto se redacto acta para fraude ,0
ok_equipo,"POR FLATA DE DATOS NO SE UBICA, MEDIDOR DE REFERENCIA 9569319",flata datos no ubico medidor referencia, por flata de datos no se ubica medidor de referencia ,6
intrusion,FRAUDE,fraude, fraude,0
seguridad,Cambio de tapa y  marco y termica,cambio tapa marco termica, cambio de tapa y marco y termica,5
intrusion,FRAUDE,fraude, fraude,0
intrusion,Med5717754E58e374Rfraude *18955×1 17284×1 1800×0.10,medidor rfraude, medidor e e rfraude ,0
seguridad,Se realizó inspección completa se encontró normal se cambio tapa y termica monofasica se encontró quemadaSe realizó inspección completa se encontró normal se cambio tapa y la termica  q se encontraba quemada,realizo inspeccion completa encontro normal cambio tapa termica monofasica encontro quemadase realizo inspeccion completa encontro normal cambio tapa termica encontraba quemada, se realizo inspeccion completa se encontro normal se cambio tapa y termica monofasica se encontro quemadase realizo inspeccion completa se encontro normal se cambio tapa y la termica que se encontraba quemada,5
seguridad,Se encontró el medidor 1166065 sin anomalías código baremo O111302 O111319 O111306 O220706 O111312Tapa opaca,encontro medidor sin anomalia codigo baremo tapa opaca, se encontro el medidor sin anomalias codigo baremo o o o o o tapa opaca,5
seguridad,Pipeta rota,pipeta rota, pipeta rota,5
reparacion,"Se realizo verificación completa. Se cambió medidor , cableado de medidor a medidor y se cambian dos tapas.",realizo verificacion completa cambio medidor cableado medidor medidor cambian dos tapas, se realizo verificacion completa se cambio medidor cableado de medidor a medidor y se cambian dos tapas ,1
ok_equipo,en el galpón no hay actividad solo vivienda con medidor,galpon no actividad solo vivienda con medidor, en el galpon no hay actividad solo vivienda con medidor,6
intrusion,Se retiro conexión clandestina (directo de habitaculo)se normalizo.,retiro conexion clandestina directo habitaculo normalizo, se retiro conexion clandestina directo de habitaculo se normalizo ,0
ok_equipo,Prueba con carga propia normal.,prueba con carga propia normal, prueba con carga propia normal ,6
ok_equipo,Normal,normal, normal,6
reparacion,Se cambio med trif des se colo tapa ciega trifasica,cambio medidor trifasico des coloco tapa ciega trifasica, se cambio medidor trifasico des se coloco tapa ciega trifasica,1
marketing,Se instaló medidor monofasico caja monoposte acometida sin cruce térmicas de 63 y 32 cable unipolar Enviar a conectar en 11mts  Cliente quedó en directo de vecino,instalo medidor monofasico caja monoposte acometida sin cruce termicas cable unipolar enviar conectar metros cliente quedo directo vecino, se instalo medidor monofasico caja monoposte acometida sin cruce termicas de y cable unipolar enviar a conectar en metros cliente quedo en directo de vecino,2
ok_equipo,Se verificó suministro encontrándose el medidor sin irregularidades colocando térmica trifásica de 40A,verifico suministro encontrandose medidor sin irregularidades colocando termica trifasica, se verifico suministro encontrandose el medidor sin irregularidades colocando termica trifasica de a,6
seguridad,Se realizó inspección ocular . Se cbió tapaTapa rota,realizo inspeccion ocular cambio tapatapa rota, se realizo inspeccion ocular se cambio tapatapa rota,5
intrusion,Se verificó el medidor y se normalizó el suministro plomito 0.01 hilo 0.01R,verifico medidor normalizo suministro plomito hilo, se verifico el medidor y se normalizo el suministro plomito hilo r,0
intrusion,"Se verificó medidor con directo de bonera,  acometida deficiente y monoposte deficienteAcometida deficiente,  monoposte deficiente",verifico medidor con directo bonera acometida deficiente monoposte deficienteacometida deficiente monoposte deficiente, se verifico medidor con directo de bonera acometida deficiente y monoposte deficienteacometida deficiente monoposte deficiente,0
reparacion,Se cambio medidor monofásico desprogramado,cambio medidor monofasico desprogramado, se cambio medidor monofasico desprogramado,1
ok_equipo,Se verificó medidor sin anomalías. Sin consumos. Se cambió tapa,verifico medidor sin anomalia sin consumo cambio tapa, se verifico medidor sin anomalias sin consumos se cambio tapa,6
ok_equipo,"Se realizó impeccion completa medidor número 17409472 sin anomalia con una carga 1,85 amp se verificó que medidor corresponde a la vivienda de arriba planta alta ,se verifica que el comercio con persiana marrón no existe más persianas bajas se verifica po",realizo inspeccion completa medidor numero sin anomalia con carga amperes verifico medidor corresponde vivienda arriba planta alta verifico comercio con persiana marron no existe persianas bajas verifico po, se realizo inspeccion completa medidor numero sin anomalia con una carga amperes se verifico que medidor corresponde a la vivienda de arriba planta alta se verifica que el comercio con persiana marron no existe mas persianas bajas se verifica po,6
reparacion,Se verificó medidor trifásico t2 sin precinto en bornera con las 3 fases invertidas en bornera entrada por salida. Se normalizó cambiando el medidor y tapa. Se adjunta fotos.Cambio de tapa,verifico medidor trifasico sin precinto bornera con fase invertidas bornera entrada salida normalizo cambiando medidor tapa adjunta foto cambio tapa, se verifico medidor trifasico t sin precinto en bornera con las fases invertidas en bornera entrada por salida se normalizo cambiando el medidor y tapa se adjunta fotos cambio de tapa,1
intrusion,"Retiro clandestino. Cambio medidor. Instalación caja antihurto. Confección acta fraude.
Se verificaron medidores con la APP.",retiro clandestina cambio medidor instalacion caja antihurto confeccion acta fraude verificaron medidor con sin determinar, retiro clandestino cambio medidor instalacion caja antihurto confeccion acta fraude se verificaron medidores con la app ,0
intrusion,Se coloca caja,coloca caja, se coloca caja,0
intrusion,Se retiro conexión directa y se activo medidor,retiro conexion directo activo medidor, se retiro conexion directa y se activo medidor,0
seguridad,Se realizó inspección y se cambió tapa. Se reutilizó marco. No se saca acometida por tener marquesina. Se cambió tapa a Medidor Lindero,realizo inspeccion cambio tapa reutilizo marco no saca acometida tener marquesina cambio tapa medidor lindero, se realizo inspeccion y se cambio tapa se reutilizo marco no se saca acometida por tener marquesina se cambio tapa a medidor lindero,5
intrusion,"Se verificó medidor con puente fase a fase,  se normalizo retirado la irregularidad",verifico medidor con puente fase fase normalizo retirado irregularidad, se verifico medidor con puente fase a fase se normalizo retirado la irregularidad,0
