clase_original,texto_original,texto_etl,texto_corregido,id_clase,nro_palabras
ok_equipo,"se verifico medidor monofasico en dicha direccion.se encontro sin anomalia,se adjuntan fotos de pilar y de fachada.",verifico medidor monofasico dicha direccion encontro sin anomalia adjuntan foto pilar fachada, se verifico medidor monofasico en dicha direccion se encontro sin anomalia se adjuntan fotos de pilar y de fachada ,6,12
seguridad,"inspeccion completa. cambio de acometida defectuosa XXmts 
 oXXXXXX oXXXXXX oXXXXXX oXXXXXX",inspeccion completa cambio acometida defectuosa metros, inspeccion completa cambio de acometida defectuosa metros o o o o ,5,6
seguridad,se verifica medidor monofasico sin anomalia con todos sus presintos correspondiente no se registra conexion directa se cambia tapa y termica y tapa y termica al medidor lindero x seg dejando suministro  normal,verifico medidor monofasico sin anomalia con precinto correspondiente no registra conexion directo cambio tapa termica tapa termica medidor lindero seguridad dejando suministro normal, se verifica medidor monofasico sin anomalia con todos sus precintos correspondiente no se registra conexion directa se cambia tapa y termica y tapa y termica al medidor lindero por seg dejando suministro  normal,5,25
no_identificada,se realizo la baja . se llamo al cliente se espero a vecino para dar acceso a medidor en pasillo .,realizo baja llamo cliente espero vecino dar acceso medidor pasillo, se realizo la baja se llamo al cliente se espero a vecino para dar acceso a medidor en pasillo ,7,10
no_identificada,segun dicho del cliente q colocaron el medidor y nunca lo energisaron recien el viernes pasado lo hicieron. estaba sin nh ver foto,segun dicho cliente colocaron medidor nunca energisaron recien viernes pasado hicieron sin nh ver foto, segun dicho del cliente que colocaron el medidor y nunca lo energisaron recien el viernes pasado lo hicieron estaba sin nh ver foto,7,15
seguridad,"se verifico medidor  se cambio termica de XX unipolar,se coloco tapa faltante casa desabitada",verifico medidor cambio termica unipolar coloco tapa faltante casa deshabitada, se verifico medidor se cambio termica de unipolar se coloco tapa faltante casa deshabitada,5,10
no_identificada,"(obs. form. acciones: inspeccion completa del medidor, porque el cliente dice que hay exceso de consumo.
direccion: jm campos XXXX p pb depto c.)",observacion inspeccion completa medidor cliente dice exceso consumo direccion jm campos pb depto, observacion form acciones inspeccion completa del medidor porque el cliente dice que hay exceso de consumo direccion jm campos p pb depto c ,7,13
no_identificada,se verifico suministro medidor con poco consumo casa en alquiler no es mas local error al cargar fotos,verifico suministro medidor con poco consumo casa alquiler no local error cargar foto, se verifico suministro medidor con poco consumo casa en alquiler no es mas local error al cargar fotos,7,13
seguridad,se verifico normal sin averias.se cambia tapa por seg.,verifico normal sin averias cambio tapa seguridad, se verifico normal sin averias se cambia tapa por seg ,5,9
market,se coloco medidor monofasico x robado oor orden de la empresa.,coloco medidor monofasico robado oor orden empresa, se coloco medidor monofasico por robado oor orden de la empresa ,2,7
seguridad,se cambio X tapas rectangular chica .se adj fotos .no se pudo bajar de materiales,cambio tapas rectangular chica adjunta foto no pudo bajar materiales, se cambio tapas rectangular chica se adjunta fotos no se pudo bajar de materiales,5,10
ok_equipo,(obs. form. acciones: med sin anomalia (operativo dia de lluvia)),observacion medidor sin anomalia operativo dia lluvia, observacion form acciones medidor sin anomalia operativo dia de lluvia ,6,7
ok_equipo,se encuentra medidor tX.se realiza verificacion ocular y se encontro medidor normal se trata de galpon vacio,encontro medidor realizo verificacion ocular encontro medidor normal trata galpon vacio, se encuentra medidor t se realiza verificacion ocular y se encontro medidor normal se trata de galpon vacio,6,11
visitada,medidor fue retirado por personal de .  cliente  le dio de baja.,medidor fue retirado personal cliente dio baja, medidor fue retirado por personal de  cliente le dio de baja ,3,7
no_identificada,(obs. form. acciones: se realizo conexion monofasica bajo linea a XX metros.),observacion realizo conexion monofasica bajo linea metros, observacion form acciones se realizo conexion monofasica bajo linea a metros ,7,7
seguridad,verificacion tX completa se encontro normal se cambio tapa rota,verificacion completa encontro normal cambio tapa rota, verificacion t completa se encontro normal se cambio tapa rota,5,7
visitada,"(obs. form. acciones: se realizo inspeccion, el medidor n°XXX- XXXXXXX aparentemente fue retirado y en su lugar se coloco el medidor n° XXXXXXXX trifasico es el que alimenta el grido ubicado en cramer XXXX)",observacion realizo inspeccion medidor aparentemente fue retirado lugar coloco medidor trifasico alimenta grido ubicado cramer, observacion form acciones se realizo inspeccion el medidor n aparentemente fue retirado y en su lugar se coloco el medidor n trifasico es el que alimenta el grido ubicado en cramer ,3,15
market,"(obs. form. acciones: retiro de medidor y colocacion de 
direccion:catamarca XXXX)",observacion retiro medidor colocacion  direccion, observacion form acciones retiro de medidor y colocacion de  direccion catamarca ,2,6
no_identificada,el cliente puso una termica de XXX amper en la tapa los cables de XXmm se derriten. tendria q cambiar de tarifa,cliente puso termica amper tapa cables mm derriten cambiar tarifa, el cliente puso una termica de amper en la tapa los cables de mm se derriten tendria que cambiar de tarifa,7,10
no_identificada,se concurrio a direccion XXX s.lorenzo nro XXXX. correspondiente a cuenta XXXXXXXXXX.sin actividad.no hay medidor. no hay acometida. no hay conexion directa,concurrio direccion lorenzo numero correspondiente cuenta sin actividad no medidor no acometida no conexion directo, se concurrio a direccion s lorenzo numero correspondiente a cuenta sin actividad no hay medidor no hay acometida no hay conexion directa,7,15
no_identificada,(obs. form. acciones: se sello tapa monofasica con interticios),observacion sello tapa monofasica con intersticios, observacion form acciones se sello tapa monofasica con intersticios ,7,6
ok_equipo,se verifico medidor normal funcionando. tension XXXv. cliente ausente.,verifico medidor normal funcionando tension cliente ausente, se verifico medidor normal funcionando tension v cliente ausente ,6,7
seguridad,se realizo verificacion completa de medidor monofasico. se encontro normal. se cambio tapa de habitaculo puntual y lindero.,realizo verificacion completa medidor monofasico encontro normal cambio tapa habitaculo puntual lindero, se realizo verificacion completa de medidor monofasico se encontro normal se cambio tapa de habitaculo puntual y lindero ,5,12
seguridad,se realizo prueba de arranque.  medidor funcionamiento normal.  casa abandonada.  se cableo de toma a habitaculo.  se colocaron X terminales en toma. se cambia tapa de habitaculo. fotos,realizo prueba arranque medidor funcionamiento normal casa abandonada cableo toma habitaculo colocaron terminales toma cambio tapa habitaculo foto, se realizo prueba de arranque medidor funcionamiento normal casa abandonada se cableo de toma a habitaculo se colocaron terminales en toma se cambia tapa de habitaculo fotos,5,18
ok_equipo,"srñe realizo verificacion completa del medidor, sin anomalias",srñe realizo verificacion completa medidor sin anomalia, srñe realizo verificacion completa del medidor sin anomalias,6,7
ok_equipo,cliente ausente. prueba de sistema con carga propia normal.  prueba de arranque y vacio normal. fotos,cliente ausente prueba sistema con carga propia normal prueba arranque vacio normal foto, cliente ausente prueba de sistema con carga propia normal prueba de arranque y vacio normal fotos,6,13
no_identificada,(obs. form. acciones: se verifico gabinete. no se encuentra identificado habitaculo.),observacion verifico gabinete no encontro identificado habitaculo, observacion form acciones se verifico gabinete no se encuentra identificado habitaculo ,7,7
market,"(obs. form. acciones: se instalo monoposte completo con medidor, se reutilizo  ramal.)",observacion instalo monoposte completo con medidor reutilizo ramal, observacion form acciones se instalo monoposte completo con medidor se reutilizo ramal ,2,8
sin_realizar,sin actividad. el habitaculo se encontro sellado. segun vecino el local se encuentra cerrado.,sin actividad habitaculo encontro sellado segun vecino local encontro cerrado, sin actividad el habitaculo se encontro sellado segun vecino el local se encuentra cerrado ,4,10
ok_equipo,inspeccion completa al medidor con estados XXXXX con carga de Xa vivienda en venta,inspeccion completa medidor con estados con carga vivienda venta, inspeccion completa al medidor con estados con carga de a vivienda en venta,6,9
no_identificada,verificacion de de medidor trifasico n XXXXXXX estado XXXXXX/XXXXXX,verificacion medidor trifasico estado, verificacion de de medidor trifasico n estado ,7,4
no_identificada,"se recorrio para ubicacion
se encontro predio. cliente no se encuentra  viviendo mas ahi y actualmente vive otra persona y torne medidor",recorrio ubicacion encontro predio cliente no encontro viviendo ahi actualmente vive persona torne medidor, se recorrio para ubicacion se encontro predio cliente no se encuentra viviendo mas ahi y actualmente vive otra persona y torne medidor,7,14
no_identificada,medidor n : XXXXXXX ubicado en poste de madera.se indico a cliente que termine pilar.,medidor ubicado poste madera indico cliente termine pilar, medidor n ubicado en poste de madera se indico a cliente que termine pilar ,7,8
market,se retiro medidor monofasico por cuenta ina.,retiro medidor monofasico cuenta ina, se retiro medidor monofasico por cuenta,2,5
ok_equipo,"hoja . fotos. se verifico medidor, precintado. se ajusto tornillos de bornera flojos. se aplico carga propia, medidor  integra. se dejo precintado.",hoja  foto verifico medidor precintado ajusto tornillos bornera flojos aplico carga propia medidor integra dejo precintado, hoja  fotos se verifico medidor precintado se ajusto tornillos de bornera flojos se aplico carga propia medidor integra se dejo precintado ,6,17
ok_equipo,se realizo la inspeccion estaba normal.,realizo inspeccion normal, se realizo la inspeccion estaba normal ,6,3
ok_equipo,se verifico en la altura indicada  medidor colocado no hay anomalias ni gabinetes vacios,verifico altura indicada medidor colocado no anomalia ni gabinete vacios, se verifico en la altura indicada medidor colocado no hay anomalias ni gabinetes vacios,6,10
ok_equipo,inspeccion completa al medidor con estados XXXXX/XXXXX con una carga de X.XXa sin anomalias  dentro de los parametros normales se presinto,inspeccion completa medidor con estados con carga sin anomalia dentro parametros normales presinto, inspeccion completa al medidor con estados con una carga de a sin anomalias dentro de los parametros normales se presinto,6,13
ok_equipo,se verifico instalacion y carga del medidor sin anomalias. se cambio  tapa.,verifico instalacion carga medidor sin anomalia cambio tapa, se verifico instalacion y carga del medidor sin anomalias se cambio tapa ,6,8
ok_equipo,(obs. form. acciones: med sin anomalia. med int. .t.muerto XX min para el ingreso),observacion medidor sin anomalia medidor interno muerto min ingreso, observacion form acciones medidor sin anomalia medidor interno t muerto min para el ingreso ,6,9
ok_equipo,se verifica medidor monofasico normal sin anomalia.,verifico medidor monofasico normal sin anomalia, se verifica medidor monofasico normal sin anomalia ,6,6
ok_equipo,se verifico medidor  se encontro normal y funcionando con tapa nueva y precintado,verifico medidor encontro normal funcionando con tapa nueva precintado, se verifico medidor se encontro normal y funcionando con tapa nueva y precintado,6,9
ok_equipo,normal sin anomalias se retira medidor y cometida porque el cliente no le  daba  utilidad,normal sin anomalia retira medidor acometida cliente no daba utilidad, normal sin anomalias se retira medidor y acometida porque el cliente no le daba utilidad,6,10
no_identificada,se realizo prueba sistema x sistema.  se agrego carga propia para realizar prueba en las X fases . se espero XX minutos para ingresar a sala medidores.,realizo prueba sistema sistema agrego carga propia realizar prueba fase espero minutos ingresar sala medidor, se realizo prueba sistema por sistema se agrego carga propia para realizar prueba en las fases se espero minutos para ingresar a sala medidores ,7,15
ok_equipo,se realizo inspeccion. el medidor funciona correctamente,realizo inspeccion medidor funciona correctamente, se realizo inspeccion el medidor funciona correctamente,6,5
no_identificada,"se verifico cliente con medidor vinculado a una cuenta. cliente vecino se verifico medidor con un tarcer cable, se retiro el mismo.",verifico cliente con medidor vinculado cuenta cliente vecino verifico medidor con tarcer cable retiro mismo, se verifico cliente con medidor vinculado a una cuenta cliente vecino se verifico medidor con un tarcer cable se retiro el mismo ,7,15
ok_equipo,"se verifico almacen fiambreria, se realizo inspeccion a medidor y acometida sin anomalias, se cambio tapa.",verifico almacen fiambreria realizo inspeccion medidor acometida sin anomalia cambio tapa, se verifico almacen fiambreria se realizo inspeccion a medidor y acometida sin anomalias se cambio tapa ,6,11
sin_realizar,(obs. form. acciones: no se pudo ingresar a gabinete interno para realizar inspeccion.),observacion no pudo ingresar gabinete interno realizar inspeccion, observacion form acciones no se pudo ingresar a gabinete interno para realizar inspeccion ,4,8
seguridad,"(obs. form. acciones: XXXX, XXXX, XXXX. inspeccion completa normal resultado. cambio de tapa rec mono y term)",observacion inspeccion completa normal resultado cambio tapa rectangular mono termomagnetica, observacion form acciones inspeccion completa normal resultado cambio de tapa rectangular mono y termomagnetica ,5,10
ok_equipo,insp completa med.sin anomalias,inspeccion completa medidor sin anomalia, inspeccion completa medidor sin anomalias,6,5
ok_equipo,"(obs. form. acciones: se verifico medidor, sin anomalias.)",observacion verifico medidor sin anomalia, observacion form acciones se verifico medidor sin anomalias ,6,5
ok_equipo,se insp. medidor sin anomalia. se reviso gabinete colectivo no se encuentra conexion directa. se verifico dpto en alquiler vacio,inspeccion medidor sin anomalia reviso gabinete colectivo no encontro conexion directo verifico departamento alquiler vacio, se inspeccion medidor sin anomalia se reviso gabinete colectivo no se encuentra conexion directa se verifico departamento en alquiler vacio,6,15
ok_equipo,"(obs. form. acciones: sin anomalias 
las magnolias XXX
XXXXXXXX
miXdu)",observacion sin anomalia magnolias du, observacion form acciones sin anomalias las magnolias mi du ,6,5
no_identificada,se encontro vivienda deshabitada. alquiler.,encontro vivienda deshabitada alquiler, se encontro vivienda deshabitada alquiler ,7,4
ok_equipo,se realizo insp. visual sin anomalias.,realizo inspeccion visual sin anomalia, se realizo inspeccion visual sin anomalias ,6,5
seguridad,"(obs. form. acciones: oXXXXXX,,oXXXXXX,,oXXXXXX. carga de cliente X,X amo. colocacion de caja anti hurto rec y termica, funcionamiento de medidor normal.)",observacion carga cliente amo colocacion caja anti hurto rectangular termica funcionamiento medidor normal, observacion form acciones o o o carga de cliente amo colocacion de caja anti hurto rectangular y termica funcionamiento de medidor normal ,5,13
seguridad,"se verifico puntual. se realizo comparacion de cargas y giro en vacio(dentro de parametros normales) se acondiciono habitaculo y tablero cliente en via publica. se cambio tapa, termica. se adj fotos. cliente normal.",verifico puntual realizo comparacion carga giro vacio dentro parametros normales acondiciono habitaculo tablero cliente via publica cambio tapa termica adjunta foto cliente normal, se verifico puntual se realizo comparacion de cargas y giro en vacio dentro de parametros normales se acondiciono habitaculo y tablero cliente en via publica se cambio tapa termica se adjunta fotos cliente normal ,5,23
no_identificada,verificar la toma de lectura. posible mal tomada.,verificar toma lectura posible mal tomada, verificar la toma de lectura posible mal tomada ,7,6
ok_equipo,"inspeccion completa. sin anomalia. se cambio tapa.
med lindero nro XXXXXXXX, est XXXXX. tapa opaca. se cambio tapa.",inspeccion completa sin anomalia cambio tapa medidor lindero numero estado tapa opaca cambio tapa, inspeccion completa sin anomalia se cambio tapa medidor lindero numero estado tapa opaca se cambio tapa ,6,14
ok_equipo,"se verifico .funcionamiento con cargas propia..se verifico conecciones en habitaculo, toma y linderos sin anomalias.fotos.",verifico funcionamiento con carga propia verifico conexiones habitaculo toma linderos sin anomalia foto, se verifico funcionamiento con cargas propia se verifico conexiones en habitaculo toma y linderos sin anomalias fotos ,6,13
seguridad,se realizo inspeccion completa de tomo carga al momento y tenia pico max XX.XXa pto medio XX.XXa min XX.XX se rzo comparacin cn carga propi prueba de arranque y vacio. se cbio tapa rectangular chica.,realizo inspeccion completa tomo carga momento pico max pto medio min rzo comparacin con carga propiedad prueba arranque vacio cambio tapa rectangular chica, se realizo inspeccion completa de tomo carga al momento y tenia pico max a pto medio a min se rzo comparacin con carga propiedad prueba de arranque y vacio se cambio tapa rectangular chica ,5,23
market,(obs. form. acciones: se suspendio suministro de bornera),observacion suspendio suministro bornera, observacion form acciones se suspendio suministro de bornera ,2,4
ok_equipo,se verifico medidor sin anomalias. med de serv generales. edificio de oficinas con poca actividad por cuarentena.,verifico medidor sin anomalia medidor servicio generales edificio oficinas con poca actividad cuarentena, se verifico medidor sin anomalias medidor de servicio generales edificio de oficinas con poca actividad por cuarentena ,6,13
no_identificada,"no hay actividad, no hay medidor, hay ramal, retiro de ramal de acometida mono sin cruce",no actividad no medidor ramal retiro ramal acometida mono sin cruce, no hay actividad no hay medidor hay ramal retiro de ramal de acometida mono sin cruce,7,11
visitada,tarea realizada hace aproximadamente un mes.  se cargo combustible.,tarea realizada hace aproximadamente mes cargo combustible, tarea realizada hace aproximadamente un mes se cargo combustible ,3,7
seguridad,se realizo inspeccion completa y control in situs a medidor XXXXXXX. sin anomalias. se cambio tapa y termica.,realizo inspeccion completa control interno sitio medidor sin anomalia cambio tapa termica, se realizo inspeccion completa y control interno en sitio a medidor sin anomalias se cambio tapa y termica ,5,12
ok_equipo,carga rX sX rX amperes. inspeccion completa.medidor sin anomalias y dentro de parametros normales. se fijo y precinto. se reacondiciono tapa rect grande.,carga amperes inspeccion completa medidor sin anomalia dentro parametros normales fijo precinto reacondiciono tapa rectangular grande, carga r s r amperes inspeccion completa medidor sin anomalias y dentro de parametros normales se fijo y precinto se reacondiciono tapa rectangular grande ,6,16
seguridad,se encontro el medidor trif XXXXXXX tXsX con cargas de X.X X.X y X.XXamp se encontro en normal funcionamiento pero sin tapa bornera. se normalizo se cambio tapa y termica oXXXXXX oXXXXXX oXXXXXX,encontro medidor trifasico con carga amperes encontro normal funcionamiento sin tapa bornera normalizo cambio tapa termica, se encontro el medidor trifasico t s con cargas de y amperes se encontro en normal funcionamiento pero sin tapa bornera se normalizo se cambio tapa y termica o o o ,5,16
seguridad,se cambio tapa caja antihurto .y termica sin anomaliaz,cambio tapa caja antihurto termica sin anomalia, se cambio tapa caja antihurto y termica sin anomalias,5,7
no_identificada,"sistemas sin carga suficiente para calculo.
conexiones y continuidad ok",sistemas sin carga suficiente calculo conexiones continuidad sin anomalia, sistemas sin carga suficiente para calculo conexiones y continuidad sin anomalias,7,9
ok_equipo,se realizo verificacion completa de medidor monofasico. no se verifico anomalia.  carga X.XXa.,realizo verificacion completa medidor monofasico no verifico anomalia carga, se realizo verificacion completa de medidor monofasico no se verifico anomalia carga a ,6,9
ok_equipo,"no se expeciona caño quebrado en cometida, medidor normal sin anomalia",no expeciona caño quebrado acometida medidor normal sin anomalia, no se expeciona caño quebrado en acometida medidor normal sin anomalia,6,9
no_identificada,(obs. form. acciones: se realizo inspeccion completa de medidor numero XXXXXXXX estado XXXXX),observacion realizo inspeccion completa medidor numero estado, observacion form acciones se realizo inspeccion completa de medidor numero estado ,7,7
ok_equipo,se verifico servicio normal. cliente en plan de pago,verifico servicio normal cliente plan pago, se verifico servicio normal cliente en plan de pago,6,6
no_identificada,"inspeccion completa al medidor con estado XXXXX con carga de X.XXa 
se informo directa monofasica vivienda lindera",inspeccion completa medidor con estado con carga informo directo monofasica vivienda lindera, inspeccion completa al medidor con estado con carga de a se informo directa monofasica vivienda lindera,7,12
seguridad,(obs. form. acciones: se cambio termica quemada y tapa opaca),observacion cambio termica quemada tapa opaca, observacion form acciones se cambio termica quemada y tapa opaca ,5,6
visitada,"(obs. form. acciones: se concurrio al lugar habitaculo vacio con oblea de retiro , no se observa conexion directa . posible garage .)",observacion concurrio lugar habitaculo vacio con oblea retiro no observa conexion directo posible garage, observacion form acciones se concurrio al lugar habitaculo vacio con oblea de retiro no se observa conexion directa posible garage ,3,14
sin_realizar,medidor interno sin acceso. med ref: XXXXXXX.,medidor interno sin acceso medidor ref, medidor interno sin acceso medidor ref ,4,6
ok_equipo,se verifico medidor n:XXXXXX est:XXXXXX. sin anomalia. se realizo comparacion con carga propia. prueba de arranque y vacio. se fijo y precinto.,verifico medidor estado sin anomalia realizo comparacion con carga propia prueba arranque vacio fijo precinto, se verifico medidor n estado sin anomalia se realizo comparacion con carga propia prueba de arranque y vacio se fijo y precinto ,6,15
ok_equipo,"(obs. form. acciones: se realizo inspeccion, sin anomalias.)",observacion realizo inspeccion sin anomalia, observacion form acciones se realizo inspeccion sin anomalias ,6,5
ok_equipo,se verifica medidores y habitaculos sin anomalias se cambian dos tapas. y se revisa cuadra sin anomalias,verifico medidor habitaculos sin anomalia cambian dos tapas revisa cuadra sin anomalia, se verifica medidores y habitaculos sin anomalias se cambian dos tapas y se revisa cuadra sin anomalias,6,12
ok_equipo,conexion y funcionamiento sin anomalias. medidor superado para tarifa X. el medidor energiza fabrica de ascensores llamada couceiro,conexion funcionamiento sin anomalia medidor superado tarifa medidor energiza fabrica ascensores llamada couceiro, conexion y funcionamiento sin anomalias medidor superado para tarifa el medidor energiza fabrica de ascensores llamada couceiro,6,13
ok_equipo,se verifico medidor sin anomalia registrando normal. cargas toma linderos. sin precinto de bornera.,verifico medidor sin anomalia registrando normal carga toma linderos sin precinto bornera, se verifico medidor sin anomalia registrando normal cargas toma linderos sin precinto de bornera ,6,12
no_identificada,"(obs. form. acciones: en el lugar se encontro med. XXXXXXX  estado : XXXXX     se coloco tapa capilla chica
)",observacion lugar encontro medidor estado coloco tapa capilla chica, observacion form acciones en el lugar se encontro medidor estado se coloco tapa capilla chica ,7,9
ok_equipo,se verifico medidor sin anomalia. sin carga al momento de la inspeccion.,verifico medidor sin anomalia sin carga momento inspeccion, se verifico medidor sin anomalia sin carga al momento de la inspeccion ,6,8
ok_equipo,"se realizo verificacion completa.  medidor normal sin averia.XXXXX
XXXXX",realizo verificacion completa medidor normal sin averia, se realizo verificacion completa medidor normal sin averia ,6,7
seguridad,(obs. form. acciones: cambio de tapa señalada y rota),observacion cambio tapa señalada rota, observacion form acciones cambio de tapa señalada y rota ,5,5
no_identificada,"X amp. inst caja anti hurto,  pipeta,  tX aereo. se verifica que el medidor puntual XXXXXXX es vivienda.  y el med. XXXXXXX comercio",amperes instalacion caja anti hurto pipeta aereo verifico medidor puntual vivienda medidor comercio, amperes instalacion caja anti hurto pipeta t aereo se verifica que el medidor puntual es vivienda y el medidor comercio,7,13
ok_equipo,med sin anom. se realiza comp de cargas. t. muerto XX min.para realizar el corte momentaneo del sumin a pedido del cliente,medidor sin anomalia realizo comparacion carga muerto min realizar corte momentaneo suministro pedido cliente, medidor sin anomalia se realiza comparacion de cargas t muerto min para realizar el corte momentaneo del suministro a pedido del cliente,6,14
ok_equipo,(obs. form. acciones: se realizo inspeccion de  completa y se encontro sin anomalia y se encontro con una carga(X X ) esta accion no lleva termica XX),observacion realizo inspeccion  completa encontro sin anomalia encontro con carga esta accion no lleva termica, observacion form acciones se realizo inspeccion de  completa y se encontro sin anomalia y se encontro con una carga esta accion no lleva termica ,6,16
ok_equipo,"oXXXXXX/oXXXXXX/oXXXXXX/oXXXXXX
se realizo inspeccion 
sin anomalias 
carga del cliente X.X a
se cambio caja antihurto 
se coloco pipeta",realizo inspeccion sin anomalia carga cliente cambio caja antihurto coloco pipeta, o o o o se realizo inspeccion sin anomalias carga del cliente a se cambio caja antihurto se coloco pipeta,6,11
no_identificada,(obs. form. acciones: espontanea realizada de reclamo numero XXXXXX_X),observacion espontanea realizada reclamo numero, observacion form acciones espontanea realizada de reclamo numero ,7,5
no_identificada,(obs. form. acciones: XX-se verifico medidor  el numero es XXXXXXX /XXXXX oXXXXXX oXXXXXX oXXXXXX),observacion verifico medidor  numero, observacion form acciones se verifico medidor  el numero es o o o ,7,5
ok_equipo,se realiza comparacion de cargas arrojando valores normales. se cambiaron fusibles de toma. se coloco tapa trif rect recuperada.,realizo comparacion carga arrojando valores normales cambiaron fusibles toma coloco tapa trifasico rectangular recuperada, se realiza comparacion de cargas arrojando valores normales se cambiaron fusibles de toma se coloco tapa trifasico rectangular recuperada ,6,14
ok_equipo,medidor interno se espero para ingreso XX min.se realizo inspeccion completa a med trifa con funcionamiento normal no se observa directa ni medi manipulado fotos.,medidor interno espero ingreso min realizo inspeccion completa medidor trifasica con funcionamiento normal no observa directo ni medidor manipulado foto, medidor interno se espero para ingreso min se realizo inspeccion completa a medidor trifasica con funcionamiento normal no se observa directa ni medidor manipulado fotos ,6,20
visitada,"se encuentra habitaculo vacio sin med.ya retirado el dia XX-XX-XX.
se retira acometida con cruce de calle.se corta en poste de XX mtrs.
(acudir con hidro a retirar faltante).
se verif.med XXXXXXX.se cambia acrilico antihurto.",encontro habitaculo vacio sin medidor ya retirado dia retira acometida con cruce calle corta poste metros acudir con hidrogrua retirar faltante verifico medidor cambio acrilico antihurto, se encuentra habitaculo vacio sin medidor ya retirado el dia se retira acometida con cruce de calle se corta en poste de metros acudir con hidro a retirar faltante se verifica medidor se cambia acrilico antihurto ,3,26
no_identificada,atendido por vecino se tomo estado se verifico coneccionados en toma y en habitaculo medidor de garage. solo X lamparas.fotos,atendido vecino tomo estado verifico conexionados toma habitaculo medidor garage solo lamparas foto, atendido por vecino se tomo estado se verifico conexionados en toma y en habitaculo medidor de garage solo lamparas fotos,7,13
no_identificada,todos los gabinetes multiples tienen medidores. el que esta identificado como gabinete del local tiene el medidor n° XXXXXXXX. se adjunta fotos.,gabinete multiples medidor esta identificado gabinete local tiene medidor adjunta foto, todos los gabinetes multiples tienen medidores el que esta identificado como gabinete del local tiene el medidor n se adjunta fotos ,7,11
ok_equipo,se verifico y se realizo comparacion.normal,verifico realizo comparacion normal, se verifico y se realizo comparacion normal,6,4
no_identificada,se encontro vivienda con medidor cortado.vivienda con  XXXXXXXX,encontro vivienda con medidor cortado vivienda con , se encontro vivienda con medidor cortado vivienda con  ,7,8
ok_equipo,"se verifica medidor instalado el X/XX/XX, se constata con oficina el mismo facturando. medidor normal",verifico medidor instalado constato con oficina mismo facturando medidor normal, se verifica medidor instalado el se constata con oficina el mismo facturando medidor normal,6,10
market,vivienda deshabitada. se retira medidor y ramal bajo linea. se coloco tapa mono rectangular por pase de ramales.,vivienda deshabitada retira medidor ramal bajo linea coloco tapa mono rectangular pase ramales, vivienda deshabitada se retira medidor y ramal bajo linea se coloco tapa mono rectangular por pase de ramales ,2,13
no_identificada,"domicilio abandonado ,desabitado",domicilio abandonado deshabitada, domicilio abandonado deshabitado,7,3
ok_equipo,se encontro el medidor n XXXXXXXX sin anomalias con una carga de X.X amperes baremo oXXXXXX oXXXXXX..no se cambio la tapa capilla x falta de materiales,encontro medidor sin anomalia con carga amperes baremo no cambio tapa capilla falta materiales, se encontro el medidor n sin anomalias con una carga de amperes baremo o o no se cambio la tapa capilla por falta de materiales,6,14
no_identificada,se verifica domicilio.domicilio lauria XXXX .,verifico domicilio domicilio lauria, se verifica domicilio domicilio lauria ,7,4
no_identificada,"carga:.   se realizo inspeccion completa , no se cambia acometida por caño fino,deficiente  y obstruido , se cambio tmg , se coloco caja antihurto capilla , se precinto y sello.",carga realizo inspeccion completa no cambio acometida caño fino deficiente obstruido cambio tmg coloco caja antihurto capilla precinto sello, carga se realizo inspeccion completa no se cambia acometida por caño fino deficiente y obstruido se cambio tmg se coloco caja antihurto capilla se precinto y sello ,7,19
no_identificada,operativo XXXXXX verificacion de medidor convencional puntual .cuadrilla XXX.of XXXX,operativo verificacion medidor convencional puntual of, operativo verificacion de medidor convencional puntual cuadrilla of ,7,6
seguridad,se cambio tapa rota por caja trampa y termica de XXa. se tenso acometida.,cambio tapa rota caja trampa termica tenso acometida, se cambio tapa rota por caja trampa y termica de a se tenso acometida ,5,8
seguridad,se tomo datos del cliente. coloco caja trampa y termica XXa.,tomo datos cliente coloco caja trampa termica, se tomo datos del cliente coloco caja trampa y termica a ,5,7
ok_equipo,medidor sin anomalias. estuvo apagado por robo de fusibles,medidor sin anomalia apagado robo fusibles, medidor sin anomalias estuvo apagado por robo de fusibles,6,6
ok_equipo,atendido por cliet.se verifico pilar y tablero .coneccionado se tomo y comparo cargas  serealizo prueba de corte arranque y vacio en presencia de cliet sin anomalia,atendido cliente verifico pilar tablero coneccionado tomo comparo carga serealizo prueba corte arranque vacio presencia cliente sin anomalia, atendido por cliente se verifico pilar y tablero coneccionado se tomo y comparo cargas serealizo prueba de corte arranque y vacio en presencia de cliente sin anomalia,6,18
no_identificada,se realiza comparacion de carga arrojo e%X.XX funciona bien . no se pudo hacer pruebas de fuga no hay nadie en el lugar,realizo comparacion carga arrojo funciona bien no pudo hacer pruebas fuga no nadie lugar, se realiza comparacion de carga arrojo e funciona bien no se pudo hacer pruebas de fuga no hay nadie en el lugar,7,14
visitada,(obs. form. acciones: se verifico habitaculo vacio. se adjuntan fotos.retirado XX-XX-XX. por contratista. com estado XXXXX.),observacion verifico habitaculo vacio adjuntan foto retirado contratista com estado, observacion form acciones se verifico habitaculo vacio se adjuntan fotos retirado por contratista com estado ,3,10
